1 x;1 y
11.649514;-10.887737
5.226912;-10.592993
8.196213;-5.351953
6.961562;-9.008306
6.591948;-9.337952
7.924962;-4.568848
-1.054398;-7.765631
5.104722;-13.077705
3.864565;-11.655203
8.914591;-6.021933
