-0.779794;0.109616;0.0462009;-0.792706;-0.754115;0.281298;-0.775672;0.0885693;0.180975;-0.824805;0.256589;-0.771464;0.0774519;0.189416;-0.926348;0.15151;-0.656388;-0.822288;
-0.660501;-0.0583849;0.431716;-0.859628;-0.817148;0.498185;-0.816015;-0.0578916;0.286295;-0.643255;0.336866;-0.75323;0.140573;0.384086;-1.0273;0.631178;-1.32416;-0.0143283;
-0.641014;-0.0847317;0.460811;-0.93447;-0.797123;0.410195;-0.814087;-0.0912806;0.302084;-0.632939;0.27182;-0.707502;0.140934;0.384714;-1.02785;0.660804;-1.36132;0.0169073;
-0.630805;-0.102576;0.469048;-0.999562;-0.781793;0.329181;-0.81729;-0.114476;0.308614;-0.629604;0.206299;-0.674521;0.141307;0.384932;-1.02798;0.676157;-1.36989;0.0109353;
-0.626585;-0.116703;0.466917;-1.05872;-0.771693;0.258702;-0.824079;-0.136662;0.313503;-0.629935;0.146714;-0.65518;0.141539;0.385345;-1.02823;0.696067;-1.38618;0.00782126;
-0.627783;-0.128429;0.457396;-1.11451;-0.765442;0.195734;-0.836513;-0.156978;0.316486;-0.630209;0.0890591;-0.647424;0.141714;0.38569;-1.0284;0.721275;-1.40271;0.00490499;
-0.63422;-0.138344;0.441987;-1.17044;-0.762644;0.139733;-0.850748;-0.176164;0.316456;-0.636046;0.0301046;-0.647725;0.141843;0.386252;-1.02868;0.748592;-1.41732;-0.000278902;
-0.645564;-0.146983;0.424245;-1.22708;-0.763045;0.0914652;-0.868381;-0.197602;0.312974;-0.64396;-0.0270247;-0.655735;0.141952;0.386916;-1.02899;0.77277;-1.43139;-0.00223792;
-0.662314;-0.15422;0.404313;-1.28608;-0.766472;0.0504303;-0.888425;-0.220454;0.305499;-0.657365;-0.0864134;-0.669938;0.142046;0.38761;-1.02928;0.796913;-1.44803;-0.00595325;
-0.68509;-0.159917;0.381875;-1.34794;-0.772837;0.0153679;-0.910099;-0.247916;0.295079;-0.677881;-0.147108;-0.691835;0.142128;0.388234;-1.02951;0.82805;-1.4729;-0.00448674;
-0.713276;-0.163573;0.357952;-1.41418;-0.782173;-0.0153151;-0.9377;-0.279901;0.279614;-0.701064;-0.211689;-0.720701;0.142207;0.388911;-1.02973;0.860438;-1.49802;-0.00763283;
-0.748496;-0.165018;0.330193;-1.48597;-0.794562;-0.0429661;-0.969298;-0.317053;0.258041;-0.73112;-0.281636;-0.756205;0.142275;0.389537;-1.0299;0.893004;-1.51816;-0.00678782;
-0.790183;-0.163253;0.302076;-1.5658;-0.810118;-0.0680472;-1.00811;-0.365471;0.228713;-0.765795;-0.352562;-0.798779;0.142326;0.390043;-1.03002;0.939097;-1.54396;-0.00181694;
-0.841228;-0.159937;0.273749;-1.65878;-0.829055;-0.0911794;-1.05679;-0.427743;0.188278;-0.806337;-0.427463;-0.847987;0.142358;0.390458;-1.03012;0.997118;-1.57233;0.000572862;
-0.903721;-0.157104;0.242111;-1.77242;-0.852411;-0.117241;-1.11633;-0.512002;0.135728;-0.857349;-0.507301;-0.905425;0.142373;0.390846;-1.0302;1.07192;-1.60803;-0.000872468;
-0.982203;-0.160434;0.206021;-1.91151;-0.881077;-0.148939;-1.19249;-0.627557;0.0682479;-0.918994;-0.592197;-0.975574;0.142372;0.391229;-1.03028;1.1742;-1.6547;-0.00153433;
-1.0797;-0.176342;0.164749;-2.07993;-0.916743;-0.191278;-1.28946;-0.78178;-0.0154477;-0.993282;-0.687152;-1.05743;0.142361;0.391581;-1.03035;1.31399;-1.71613;-0.000357601;
-1.19564;-0.211833;0.114743;-2.27189;-0.959901;-0.246253;-1.40794;-0.973948;-0.114557;-1.08123;-0.79288;-1.15148;0.142345;0.392064;-1.03042;1.50027;-1.79251;-0.01266;
-1.32351;-0.26959;0.0580833;-2.46342;-1.00702;-0.308515;-1.54584;-1.18194;-0.221418;-1.1787;-0.902692;-1.25809;0.142327;0.393229;-1.03051;1.73233;-1.89688;-0.0441124;
-1.45249;-0.342708;-0.00715985;-2.63718;-1.05425;-0.375023;-1.69658;-1.38241;-0.324429;-1.2827;-1.0161;-1.37824;0.142258;0.395813;-1.03078;1.99137;-2.03987;-0.098135;
-1.57653;-0.423526;-0.0817665;-2.78387;-1.09898;-0.442173;-1.85063;-1.56559;-0.415992;-1.3931;-1.12922;-1.51361;0.141934;0.400596;-1.03159;2.26107;-2.23246;-0.17143;
-1.69337;-0.507286;-0.164565;-2.90026;-1.13994;-0.507687;-2.00567;-1.73324;-0.494666;-1.50831;-1.23786;-1.66519;0.141131;0.408805;-1.03363;2.53925;-2.47574;-0.263018;
-1.80285;-0.590409;-0.258713;-2.9953;-1.17879;-0.577244;-2.15749;-1.89465;-0.556999;-1.62956;-1.34284;-1.83442;0.139544;0.422448;-1.0381;2.83239;-2.77079;-0.365165;
-1.90677;-0.674112;-0.364145;-3.08014;-1.21745;-0.65713;-2.31097;-2.05973;-0.610881;-1.75648;-1.44771;-2.01846;0.137205;0.444989;-1.04595;3.15409;-3.10538;-0.48796;
-2.01117;-0.766343;-0.493378;-3.14896;-1.25593;-0.742663;-2.46788;-2.22885;-0.651659;-1.89358;-1.54795;-2.22487;0.133431;0.48384;-1.06183;3.514;-3.50145;-0.622477;
-2.1114;-0.86523;-0.647196;-3.22265;-1.29909;-0.841712;-2.63463;-2.42409;-0.68522;-2.03836;-1.6441;-2.45727;0.128474;0.55765;-1.09362;3.95239;-3.953;-0.789176;
-2.21164;-0.980424;-0.872768;-3.29872;-1.35418;-0.975948;-2.8176;-2.65581;-0.710449;-2.21059;-1.75107;-2.74412;0.115018;0.705677;-1.17256;4.48509;-4.52624;-1.03926;
-2.30095;-1.1736;-1.14541;-3.36893;-1.4174;-1.25362;-3.04808;-2.92336;-0.752938;-2.38668;-1.88938;-3.09759;0.122802;0.896427;-1.30386;5.12778;-5.18503;-1.47727;
-2.39366;-1.57407;-1.42194;-3.32542;-1.4386;-1.62238;-3.30384;-3.16648;-0.808974;-2.52775;-1.98609;-3.4744;0.237764;0.972761;-1.44178;5.76337;-5.81265;-2.0072;
-2.46399;-1.89735;-1.80615;-3.21098;-1.44759;-1.81382;-3.45867;-3.3421;-0.812218;-2.6243;-1.96547;-3.78774;0.317112;1.10053;-1.67731;6.27359;-6.4022;-2.49597;
-2.49642;-2.05919;-2.15416;-3.16031;-1.47765;-1.90036;-3.53779;-3.46192;-0.785554;-2.67669;-1.90935;-4.00901;0.351286;1.28411;-1.93607;6.67794;-6.89841;-2.88283;
-2.50927;-2.13397;-2.41067;-3.15066;-1.51412;-1.94331;-3.58309;-3.54244;-0.758167;-2.70327;-1.8573;-4.15299;0.376094;1.44754;-2.13069;6.99007;-7.25955;-3.16476;
-2.51573;-2.18184;-2.61087;-3.15158;-1.55067;-1.96987;-3.61277;-3.60368;-0.727172;-2.71883;-1.80844;-4.26716;0.382675;1.58086;-2.31815;7.25285;-7.58004;-3.39985;
-2.5185;-2.21385;-2.79398;-3.15782;-1.5859;-2.00108;-3.63347;-3.65278;-0.695532;-2.73199;-1.76696;-4.36373;0.374847;1.68676;-2.49551;7.47799;-7.87372;-3.60605;
-2.5195;-2.23373;-2.94608;-3.16605;-1.61795;-2.01686;-3.65028;-3.6931;-0.670071;-2.74088;-1.73167;-4.43799;0.379046;1.78449;-2.62876;7.67706;-8.10651;-3.77447;
-2.51944;-2.24971;-3.04829;-3.17337;-1.64357;-2.02546;-3.66612;-3.72723;-0.651163;-2.74425;-1.69924;-4.49716;0.398107;1.87651;-2.72554;7.8522;-8.29192;-3.91996;
-2.51946;-2.26269;-3.14284;-3.18202;-1.66771;-2.03492;-3.67652;-3.75539;-0.628858;-2.74772;-1.67073;-4.55155;0.398026;1.94624;-2.83503;8.00433;-8.47878;-4.05348;
-2.51951;-2.27396;-3.23057;-3.19034;-1.68908;-2.05291;-3.68536;-3.78058;-0.607533;-2.75099;-1.64516;-4.6007;0.397361;2.00854;-2.93537;8.14653;-8.65242;-4.17791;
-2.51966;-2.28415;-3.30976;-3.19855;-1.70994;-2.0652;-3.69542;-3.80569;-0.589086;-2.75039;-1.61738;-4.64235;0.412352;2.0821;-3.01522;8.29685;-8.80261;-4.28931;
-2.52028;-2.29298;-3.38759;-3.20698;-1.72938;-2.08058;-3.70397;-3.82834;-0.570842;-2.75207;-1.59409;-4.68387;0.419713;2.14392;-3.09745;8.43212;-8.95373;-4.40115;
-2.51943;-2.30144;-3.45036;-3.21362;-1.74806;-2.08535;-3.71163;-3.85011;-0.552233;-2.74369;-1.56121;-4.71235;0.44052;2.22049;-3.16438;8.58783;-9.07518;-4.48439;
-2.51972;-2.30856;-3.53386;-3.22017;-1.76509;-2.11191;-3.71541;-3.86804;-0.530887;-2.74031;-1.53524;-4.7416;0.442491;2.27689;-3.24312;8.72608;-9.20262;-4.56349;
-2.51998;-2.31483;-3.6086;-3.22636;-1.78096;-2.1323;-3.72147;-3.88633;-0.513752;-2.73705;-1.51086;-4.77046;0.45452;2.33593;-3.30763;8.85881;-9.32209;-4.6476;
-2.52095;-2.32059;-3.70185;-3.23375;-1.79644;-2.17175;-3.72638;-3.90352;-0.496104;-2.73616;-1.48948;-4.79718;0.464053;2.39283;-3.37043;8.99082;-9.43627;-4.72483;
-2.52052;-2.32637;-3.75699;-3.23938;-1.81179;-2.17331;-3.73146;-3.92109;-0.478926;-2.72308;-1.4556;-4.81268;0.48968;2.46587;-3.41725;9.142;-9.52915;-4.78218;
-2.52114;-2.33111;-3.83744;-3.24621;-1.82679;-2.1944;-3.73654;-3.93787;-0.46311;-2.71323;-1.42761;-4.82626;0.514035;2.53422;-3.4601;9.29004;-9.61065;-4.83213;
-2.52201;-2.33479;-3.89959;-3.25334;-1.84077;-2.19704;-3.74246;-3.95334;-0.450438;-2.70632;-1.40369;-4.84246;0.534658;2.59261;-3.50139;9.41615;-9.69535;-4.89038;
-2.52413;-2.33782;-3.95886;-3.26014;-1.85095;-2.21642;-3.74797;-3.96585;-0.441068;-2.70993;-1.39434;-4.86696;0.541423;2.62713;-3.54549;9.50137;-9.78677;-4.96245;
-2.52497;-2.3412;-3.99878;-3.26598;-1.86159;-2.21641;-3.7522;-3.97822;-0.429563;-2.70347;-1.37393;-4.88177;0.558201;2.67537;-3.58318;9.60427;-9.8617;-5.01599;
-2.5269;-2.34412;-4.0522;-3.27316;-1.87177;-2.23042;-3.75776;-3.98994;-0.42061;-2.70472;-1.36268;-4.90316;0.570083;2.71334;-3.62265;9.69091;-9.94731;-5.08092;
-2.52846;-2.34708;-4.11097;-3.27996;-1.88199;-2.24911;-3.75889;-4.00027;-0.40608;-2.70266;-1.34776;-4.91967;0.578414;2.7539;-3.66707;9.78569;-10.026;-5.13432;
-2.53036;-2.34973;-4.16678;-3.28692;-1.89168;-2.26582;-3.76559;-4.01259;-0.399096;-2.70313;-1.33645;-4.93898;0.593274;2.79343;-3.7011;9.87521;-10.1032;-5.19625;
-2.53196;-2.35232;-4.20679;-3.29309;-1.90103;-2.26798;-3.77013;-4.02338;-0.389853;-2.70146;-1.32296;-4.95806;0.60631;2.83197;-3.73873;9.96013;-10.183;-5.25728;
-2.53312;-2.355;-4.24045;-3.29925;-1.91058;-2.26394;-3.77556;-4.03482;-0.381779;-2.69523;-1.30465;-4.97212;0.624975;2.87655;-3.77067;10.0534;-10.2541;-5.3103;
-2.53588;-2.3572;-4.30019;-3.30725;-1.91965;-2.28673;-3.78189;-4.0456;-0.37544;-2.70045;-1.29979;-4.9954;0.634161;2.90737;-3.80859;10.1285;-10.3374;-5.37782;
-2.53779;-2.35944;-4.33563;-3.31438;-1.92876;-2.28544;-3.787;-4.05597;-0.367689;-2.70029;-1.28916;-5.0154;0.647105;2.94321;-3.84495;10.2067;-10.4166;-5.44173;
-2.53995;-2.36157;-4.3935;-3.32197;-1.93761;-2.30791;-3.78843;-4.06438;-0.355566;-2.70152;-1.28037;-5.03326;0.654715;2.97537;-3.88435;10.2849;-10.4934;-5.49618;
-2.54191;-2.3637;-4.43153;-3.32916;-1.94639;-2.31109;-3.79562;-4.07503;-0.350886;-2.69978;-1.2687;-5.05022;0.673095;3.01314;-3.91257;10.3656;-10.5645;-5.55435;
-2.54364;-2.36596;-4.46378;-3.33641;-1.95537;-2.30832;-3.79928;-4.08438;-0.341959;-2.69446;-1.25367;-5.06385;0.69318;3.05507;-3.94142;10.4506;-10.6326;-5.60438;
